id,vendedor,tag_loja,avaliacoes,descricao,fl_item_ativo,link,produtos_a_venda,produtos_vendidos,tempo_medio_envio,no_enjoei_desde,anomesdia_particao
1342,harmonny,loja em destaque,(7 avaliações),"fechadura digital intelbras fr 201 com teclado touch screen. permite programar até 4 senhas e cadastrar até 100 tags. alimentação por 4 pilhas alcalinas aa. instalação simplificada, modelo de sobrepor, adaptável a portas de 25 a 50 mm de espessura. produto novo, na caixa.",1,https://www.enjoei.com.br/p/fechadura-digital-intelbras-fr-201-touch-screen-nunca-usado-lacrado-146303026?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=10,68,57,19 dias,mar/2014,20260711
1343,lo,"São Paulo, SP",(1 avaliação),"samsung galaxy a54 5g com 128gb, na cor branca. aparelho usado, mas em ótimo estado, sem avarias.",1,https://www.enjoei.com.br/p/samsung-galaxy-a54-5g-128gb-branco-145747583?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=11,2,3,n/a,dez/2024,20260711
1344,alan,"Rio de Janeiro, RJ",(2 avaliações),"celular motorola edge 60 pro na cor azul, com tela edge. aparelho novo, usado apenas por uma semana para teste, sem arranhões. acompanha capinha azul e carregador original. cheirando a novo.",1,https://www.enjoei.com.br/p/celular-motorola-edge-60-pro-azul-145718416?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=12,1,5,n/a,fev/2024,20260711
1345,alex,loja em destaque,(917 avaliações),"câmera yashica kyocera na cor preta, com lente yashica focus-free. em ótimo estado de conservação, ideal para colecionadores ou entusiastas de fotografia analógica. não foi testada com filme.",1,https://www.enjoei.com.br/p/camera-yashica-kyocera-145862632?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=13,575,2 mil,1 dia,jun/2022,20260711
1346,alex,loja em destaque,(917 avaliações),"câmera pentax espio 110 na cor preta. câmera robusta e de qualidade, com zoom af. a tampa está solta, conforme as fotos. não foi testada por falta de bateria e filme.",1,https://www.enjoei.com.br/p/camera-pentax-espio-110-preta-145862570?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=14,575,2 mil,1 dia,jun/2022,20260711
1347,alex,loja em destaque,(917 avaliações),"controlador de edição de vídeo panasonic ag-a96. perfeito para edição de vídeo com precisão e controle total. ideal para quem busca qualidade profissional. aparelho em bom estado, porém sem teste, pois não tenho onde liga-lo.",1,https://www.enjoei.com.br/p/controlador-de-edicao-panasonic-145861559?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=15,575,2 mil,1 dia,jun/2022,20260711
1348,elen,"São Paulo, SP",(34 avaliações),"escova secadora mondial chrome pink, com 3 potências e 1200 watts, na voltagem 110v. possui cabo giratório 360°. usada, mas em bom estado de conservação, sempre limpa e cuidada para não amassar as cerdas.",1,https://www.enjoei.com.br/p/escova-secadora-mondial-chrome-pink-110v-144292312?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=16,22,63,1 dia,ago/2017,20260711
1349,alex,loja em destaque,(917 avaliações),"câmera samsung maxima zoom 80ti com shd lens, ideal para registrar momentos com qualidade e praticidade. leve e compacta, perfeita para te acompanhar em todos os lugares. todas as funcionalidades testadas e funcionando, inclusive o flash. não foi testada com filme.",1,https://www.enjoei.com.br/p/camera-samsung-maxima-zoom-80ti-141998041?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=17,575,2 mil,1 dia,jun/2022,20260711
1350,taty,loja em destaque,(657 avaliações),câmera analógica yashica md-i35. não funciona. item decorativo.,1,https://www.enjoei.com.br/p/camera-analogica-yashica-md-i35-138772678?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=18,1 mil,1 mil,2 dias,ago/2012,20260711
1351,caroline,loja em destaque,(142 avaliações),"adaptador soquete bocal e27 para e14, novo, nunca usado, sem avarias, em perfeito estado de conservação.",1,https://www.enjoei.com.br/p/adaptador-soquete-bocal-e27-para-e14-146303185?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=19,533,247,1 dia,mar/2023,20260711
1352,alex,loja em destaque,(917 avaliações),"capture seus momentos com a samsung nv3! câmera sem bateria e consequentemente sem testes de funcionamento, foi adquirida no estado. com desgastes na cor, mas com todos os botões funcionais. atenção! não sei sobre o funcionamento!",1,https://www.enjoei.com.br/p/camera-digital-samsung-nv3-preta-145857157?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=20,575,2 mil,1 dia,jun/2022,20260711
1353,alex,loja em destaque,(917 avaliações),"câmera nikon d70s na cor preta, ideal para restauração ou uso de peças. apresenta avarias visíveis nas fotos. não foi testada por falta de bateria.",1,https://www.enjoei.com.br/p/camera-nikon-d70s-preta-144930565?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=21,575,2 mil,1 dia,jun/2022,20260711
1354,ana,"araruama, RJ",(21 avaliações),"produto usado.cor silvertem alguns arranhões na tela, porém nada extremo, conforme mostro nas fotos.acompanha o carregador e a pulseira original que veio na caixa + 9 pulseiras que adquiri.vai na caixa original.envio rápido",1,https://www.enjoei.com.br/p/relogio-apple-watch-145855666?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=22,20,29,2 dias,jan/2025,20260711
1355,sandro,loja em destaque,(127 avaliações),"câmera digital mitsuca ana hickmann, modelo ds8333br, 8.1mp com zoom óptico e tela lcd de 2.5 polegadas. possui sinais de uso e armazenamento. ideal para coleção, peças, reparo ou restauração. não acompanha carregador/acessórios e está sem bateria para teste, sendo vendida no estado conforme fotos.",1,https://www.enjoei.com.br/p/camera-digital-mitsuca-ana-hickmann-ds8333br-144837289?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=23,515,271,1 dia,jan/2026,20260711
1356,rita,"Osasco, SP",(77 avaliações),"jogo de pc battlefield bad company 2, dvd-rom software. jogo de tiro em primeira pessoa, com modo campanha e multiplayer online. classificação indicativa para maiores de 18 anos. mídia física em ótimo estado de conservação.",1,https://www.enjoei.com.br/p/jogo-pc-battlefield-bad-company-2-143015747?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=24,354,154,1 dia,mai/2021,20260711
1357,valeria,"São Paulo, SP",(34 avaliações),"massageador facial moon cleaner da ga.ma é ideal para te auxiliar no skin care, pois possui tecnologia de vibração que faz massagem na pele promovendo uma maior hidratação, melhorando a absorção dos produtos para cuidados faciais e realçando o brilho natural da pele. são 8.000 pulsações sônicas por minuto que promovem a remoção de impurezas .",1,https://www.enjoei.com.br/p/massageador-esponja-facial-129335642?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=25,5,49,1 dia,nov/2019,20260711
1358,inaiomar,"Belford Roxo, RJ",(0 avaliação),"celular realme usado, em excelente estado. a biometria digital não está funcionando, porém a biometria facial funciona perfeitamente.",1,https://www.enjoei.com.br/p/celular-realme-usado-tela-6-7-polegadas-145070014?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=26,2,1,n/a,out/2021,20260711
1359,dayse,"rio de janeiro, RJ",(110 avaliações),"kit com 3 pen drives de super heróis, sendo eles flash, homem de ferro e wolverine. todos em formato de bonecos, com design vintage. os pen drives são novos e nunca foram usados, ideais para colecionadores ou para presentear.",1,https://www.enjoei.com.br/p/kit-3-pen-drives-super-herois-vintage-144838002?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=27,413,226,3 dias,out/2021,20260711
1360,gabriel,"Maringá, PR",(0 avaliação),modelo a5 gmemória: 256gbnivel de bateria: 98%,0,https://www.enjoei.com.br/p/vendo-celular-142278287?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=28,0,0,n/a,mai/2026,20260711
1361,diego,loja em destaque,(34 avaliações),"game mini star wars millennium falcon candide, modelo de nave espacial. o game está usado e possui a tela trincada e nao funciona, mas é um item de colecionador para fãs da saga star wars.tamanho13cm x 9cm x 3cm",1,https://www.enjoei.com.br/p/mini-game-star-wars-millennium-falcon-138090929?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=29,98,64,1 dia,nov/2022,20260711
1362,eric,loja em destaque,(0 avaliação),"fifa soccer 12 para playstation 3, com estrelas como wayne rooney e landon donovan na capa. este título marcou a história dos simuladores com a introdução de mecânicas revolucionárias de física e jogabilidade, como o player impact engine. jogo usado, mas em ótimo estado.",1,https://www.enjoei.com.br/p/jogo-fifa-soccer-12-ps3-playstation-3-original-e-completo-146193404?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=20&rspix=30,6,1,n/a,jul/2018,20260711
1363,leonardo,"Rio de Janeiro, RJ",(24 avaliações),"playstation vr1, na cor preta e branca, acompanha bastões. o produto está em bom estado de conservação, ideal para quem busca uma experiência imersiva em jogos.",1,https://www.enjoei.com.br/p/playstation-vr1-com-bastoes-145764909?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=1,2,75,5 dias,ago/2023,20260711
1364,edgar,"São Paulo, SP",(0 avaliação),"microfone akg perception 120, usado, em bom estado. acompanha interface behringer u-phoria um2, ideal para gravações de áudio. o conjunto está exatamente como nas fotos, com marcas de uso que não afetam a funcionalidade.",1,https://www.enjoei.com.br/p/microfone-akg-perception-120-com-interface-behringer-144769126?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=2,1,0,n/a,out/2016,20260711
1365,dayanna,"Uberlândia, MG",(26 avaliações),"cabelo natural na cor preta, com textura lisa. ideal para alongamento ou aplique. em ótimo estado de conservação.",1,https://www.enjoei.com.br/p/cabelo-natural-preto-liso-144758065?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=3,59,90,5 dias,nov/2015,20260711
1366,antonio,"Teresópolis, RJ",(0 avaliação),"caixa de som amplificada da marca datrel, com falante de 15 polegadas. possui conectividade bluetooth e entrada usb para pendrive. ideal para quem busca qualidade de som e praticidade.",1,https://www.enjoei.com.br/p/caixa-de-som-datrel-15-polegadas-144038248?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=4,6,0,n/a,abr/2021,20260711
1367,pietro,"Blumenau, SC",(0 avaliação),"conjunto de periféricos gamers, incluindo monitor e teclado. ideal para quem busca montar ou aprimorar seu setup de jogos. itens usados, mas em bom estado de conservação.",1,https://www.enjoei.com.br/p/perifericos-gamers-monitor-e-teclado-143639358?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=5,2,0,n/a,mai/2026,20260711
1368,lojinha,"Curitiba, PR",(22 avaliações),"monitor lg modelo 22mp410 de 21.5 polegadas (54cm), com taxa de atualização de 75hz e tecnologia amd freesync. possui também a função flicker safe para maior conforto visual. ideal para uso diário e jogos. produto em ótimo estado.",1,https://www.enjoei.com.br/p/monitor-lg-22mp410-21-5-polegadas-143212079?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=6,9,43,1 dia,mar/2018,20260711
1369,leticia,"pouso alegre, MG",(0 avaliação),"camera em perfeito estado, pouco usada, possui capa, carregador, tudo em ordem",1,https://www.enjoei.com.br/p/camera-fotografica-nikon-5200-143092373?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=7,4,1,n/a,mar/2022,20260711
1370,lara,"sorocaba, SP",(39 avaliações),"apple watch serie 7, 41mm, na cor preta. acompanha caixa e todos os acessórios originais. em perfeito estado de conservação, bateria com 83% de saúde. ideal para quem busca um smartwatch completo e funcional.",1,https://www.enjoei.com.br/p/apple-watch-serie-7-41mm-preto-142759259?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=8,38,70,1 dia,fev/2026,20260711
1371,alice,"Itaperuna, RJ",(6 avaliações),"ótimo para estudos, usado apenas para isso porém quero trocar por um modelo mais novo para trabalhar nele também!!",1,https://www.enjoei.com.br/p/ipad-air-2-135126119?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=9,2,11,1 dia,mai/2020,20260711
1372,josé,loja em destaque,(6 avaliações),"jogo crash bandicoot n. sane trilogy para xbox one, edição física. inclui 3 jogos remasterizados e 2 fases bônus. usado, mas em ótimo estado de conservação.",1,https://www.enjoei.com.br/p/jogo-crash-bandicoot-n-sane-trilogy-xbox-one-146419409?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=10,15,19,5 dias,ago/2020,20260711
1373,breno,"São Paulo, SP",(0 avaliação),"projetor tomate home cinema, ideal para noites de filme e apresentações. aparelho em excelente estado, acompanha cabo hdmi, cabo av, cabo de força e controle. leve o cinema para sua casa com este projetor moderno e fácil de usar.",1,https://www.enjoei.com.br/p/projetor-tomate-home-cinema-146053841?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=11,2,0,n/a,jan/2021,20260711
1374,katiussa,loja em destaque,(36 avaliações),"the last of us 2 para ps4 jogo novo e lacrado de fábricafique a vontade para tirar suas dúvidas no campo de perguntas.geralmente realizo o envio em menos de 24 horas úteis. priorize os correios caso tenha pressa, é o que chega mais rápido.",1,https://www.enjoei.com.br/p/jogo-the-last-of-us-part-ii-ps4-146043170?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=12,276,86,1 dia,dez/2020,20260711
1375,christiane,"São Paulo, SP",(0 avaliação),"aparelho de dvd player sony dvp-ns50p, usado e em ótimo estado. acompanha controle remoto e cabos de conexão. ideal para quem busca um dvd player de qualidade para assistir seus filmes e séries favoritos.",1,https://www.enjoei.com.br/p/dvd-player-sony-dvp-ns50p-145102892?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=13,2,0,n/a,nov/2022,20260711
1376,fabio,loja em destaque,(362 avaliações),disco do antigo grupo de rap mrn,1,https://www.enjoei.com.br/p/vinil-do-grupo-de-rap-mrn-145078112?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=14,135,755,1 dia,fev/2018,20260711
1377,tatiana,"Santo André, SP",(21 avaliações),"como novo, vai com capinha de crochê. precisa trocar as baterias. envio rápido.",1,https://www.enjoei.com.br/p/tamagotchi-harry-potter-144991684?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=15,12,29,2 dias,abr/2021,20260711
1378,rodolfo,"Brusque, SC",(1 avaliação),"este é o amiibo do luigi, o irmão de chapéu verde do mario, pertencente à coleção super mario series. ele traz a clássica pose tímida fazendo uma saudação.",1,https://www.enjoei.com.br/p/amiibo-luigi-143981159?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=16,39,4,n/a,out/2023,20260711
1379,emily,"Laguna, SC",(0 avaliação),"ipad 1 na cor preta, com algumas marcas de uso na tela. funciona perfeitamente para apps, mas por ser um modelo mais antigo, não suporta muitos downloads como um celular normal. ideal para quem busca um aparelho funcional para tarefas básicas.",1,https://www.enjoei.com.br/p/ipad-1-preto-143575107?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=17,3,0,n/a,abr/2026,20260711
1380,vera,loja em destaque,(0 avaliação),"console sony playstation 2, modelo scph-90010, na cor preta. ideal para quem busca peças ou para reparo. produto usado, no estado de sucata.",1,https://www.enjoei.com.br/p/sucata-sony-playstation-2-scph-90010-143566891?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=18,625,15,1 dia,mar/2026,20260711
1381,alana,loja em destaque,(174 avaliações),"diskman philips digital fm tuner, compatível com cd regravável e proteção eletrônica contra saltos de 45 segundos. possui sintonizador fm digital com 30 estações pré-definidas e reforço dinâmico de graves. produto usado, em bom estado de conservação.",1,https://www.enjoei.com.br/p/diskman-philips-digital-fm-tuner-nao-funciona-143005406?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=19,2 mil,378,1 dia,set/2025,20260711
1382,juliana,"Curitiba, PR",(0 avaliação),impressora hp photosmatc4680 print scan copy valor 200 reais,1,https://www.enjoei.com.br/p/impressora-126282617?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=20,2,0,n/a,set/2020,20260711
1383,srta,"São Paulo, SP",(504 avaliações),caixa de som xiaomi brancadesign minimalistafuncionando perfeitamenteacompanha cabo para carregamento,1,https://www.enjoei.com.br/p/caixa-de-som-xiaomi-146309931?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=21,91,2 mil,2 dias,abr/2019,20260711
1384,jheovanna,"Campo Mourão, PR",(5 avaliações),"capinha original swarovski para samsung galaxy s9, na cor cinza com brilhos. ideal para proteger seu aparelho com estilo e sofisticação.",1,https://www.enjoei.com.br/p/capinha-swarovski-galaxy-s9-145203846?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=22,33,12,1 dia,set/2024,20260711
1385,josenilda,"Santo André, SP",(0 avaliação),"microfone usb capacitivo gm7 na cor preta, com luzes rgb e volume ajustável. ideal para jogos, possui redução inteligente de ruído ambiental, suporte de amortecimento de vibração e dispositivo de prevenção de explosão removível. kit completo com rede antispray removível e suporte de mesa.",1,https://www.enjoei.com.br/p/microfone-usb-capacitivo-gm7-preto-144436932?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=23,5,1,n/a,mai/2026,20260711
1386,sâmia,"Contagem, MG",(13 avaliações),"relógio digital smartwatch wearfit 8 pro, tam. 45 mm, na cor cinza, com pulseira de silicone. acompanha carregador e uma pulseira. o relógio está em ótimo estado, funcionando perfeitamente. ideal para monitorar atividades físicas e receber notificações.cod.017",1,https://www.enjoei.com.br/p/smartwatch-wearfit-series-8-cinza-144255358?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=24,71,36,1 dia,fev/2022,20260711
1387,ricardo,"Guaratuba, PR",(0 avaliação),"playstation 4 slim de 500gb, funcionando perfeitamente. acompanha controle e os jogos grand theft auto v, the last of us part ii, god of war remasterizado, god of war e uncharted the lost legacy.",1,https://www.enjoei.com.br/p/playstation-4-slim-500gb-com-jogos-146341455?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=25,1,0,n/a,dez/2021,20260711
1388,nathalia,"Ribeirão das Neves, MG",(0 avaliação),"leitor de código de barras modelo 8200, ideal para uso comercial ou pessoal. produto novo, na caixa, pronto para uso.",1,https://www.enjoei.com.br/p/leitor-de-codigo-de-barras-8200-145405149?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=26,8,0,n/a,jun/2023,20260711
1389,fabiano,"Campinas, SP",(39 avaliações),"hd samsung hd502hj de 500gb, 3.5 polegadas, ideal para seu desktop. testado e pronto para uso, oferece performance e confiabilidade para suas necessidades de armazenamento.",1,https://www.enjoei.com.br/p/hd-samsung-hd502hj-500gb-145104892?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=27,25,111,2 dias,fev/2022,20260711
1390,clawdinho,"Mangaratiba, RJ",(0 avaliação),"fone de ouvido sem fio qcy ht05 melobuds, na cor preta, com estojo de carregamento branco. possui cancelamento de ruído ativo e modo de baixa latência para jogos. bateria de longa duração, ideal para o dia a dia. usado, mas em ótimo estado de conservação.",1,https://www.enjoei.com.br/p/fone-de-ouvido-qcy-ht05-melobuds-143791530?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=28,5,0,n/a,jun/2022,20260711
1391,daniel,"belo horizonte, MG",(55 avaliações),"iphone 17 com 256gb de armazenamento, na cor branca. aparelho usado, mas em perfeito estado, com bateria 100%. acompanha case preto magsafe original apple.",1,https://www.enjoei.com.br/p/iphone-17-256gb-branco-143175228?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=29,38,94,3 dias,dez/2022,20260711
1392,marcela,loja em destaque,(298 avaliações),"controle super nintendo na cor cinza. o controle não está funcionando, ideal para colecionadores ou para retirada de peças.",1,https://www.enjoei.com.br/p/controle-super-nintendo-nao-funciona-141577305?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=21&rspix=30,3 mil,719,1 dia,set/2025,20260711
1393,lucas,loja em destaque,(0 avaliação),"console sony playstation 4 na cor preta, acompanha dois controles, sendo um preto e um azul, e um cabo usb. o leitor de disco não está funcionando, mas o console está em bom estado de conservação.",1,https://www.enjoei.com.br/p/console-sony-playstation-4-preto-146276427?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=22&rspix=1,5,0,n/a,nov/2025,20260711
1394,arthur,"São Paulo, SP",(0 avaliação),"jogo psp transformers revenge of the fallen, usado e importado. uma aventura transformers única, desenvolvida exclusivamente para o sistema psp.",1,https://www.enjoei.com.br/p/jogo-psp-transformers-revenge-of-the-fallen-145789367?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=22&rspix=2,3,0,n/a,dez/2021,20260711
1395,bruna,"Teresópolis, RJ",(29 avaliações),"dois jogos para nintendo wii, wii sports e deca sports. ambos os jogos estão em bom estado de conservação, com seus respectivos manuais e caixas originais. perfeitos para quem busca diversão e entretenimento com a família e amigos.",1,https://www.enjoei.com.br/p/jogos-wii-sports-e-deca-sports-144332352?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=22&rspix=3,29,52,1 dia,nov/2025,20260711
1396,ana,loja em destaque,(20 avaliações),jogo original de xbox 360,1,https://www.enjoei.com.br/p/jogo-original-de-xbox-145085811?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=22&rspix=4,1 mil,86,1 dia,nov/2025,20260711
1397,regiane,"Brasília, DF",(2 avaliações),"som portátil lenoxx sound, com rádio e gravador de fita cassete. ideal para quem busca um aparelho versátil e compacto para ouvir suas músicas favoritas. possui design moderno e é fácil de transportar. usado, mas em bom estado de conservação.",1,https://www.enjoei.com.br/p/som-portatil-lenoxx-sound-com-radio-e-cassete-145276150?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=22&rspix=5,6,3,n/a,jun/2023,20260711
1398,marcelo,"Magé, RJ",(0 avaliação),"xbox series s na cor branca, acompanha 2 controles. console usado, mas em ótimo estado de conservação.",1,https://www.enjoei.com.br/p/xbox-series-s-branco-145013236?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=22&rspix=6,2,0,n/a,mai/2024,20260711
1399,ellen,"chapecó, SC",(0 avaliação),"headset gamer hecate g5bt cat na cor rosa, com orelhas de gato e iluminação rgb. possui bluetooth v5.2, alcance efetivo de 10m e autonomia de 20 horas (luz acesa) ou 36 horas (luz apagada). sensibilidade de 100db e resposta de frequência de 20hz-40khz. pouquíssimo usado e em ótimo estado.",1,https://www.enjoei.com.br/p/headset-gamer-hecate-g5bt-cat-rosa-145502482?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=22&rspix=7,1,0,n/a,mai/2023,20260711
1400,ana,loja em destaque,(20 avaliações),"carregador ac adapter para nintendo ds lite. input ac 100-240v 50/60hz, output dc 5.2v 450ma. novo, na caixa, ideal para reposição ou como carregador extra.",1,https://www.enjoei.com.br/p/carregador-ac-adapter-nintendo-ds-lite-145420999?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=22&rspix=8,1 mil,86,1 dia,nov/2025,20260711
1401,ana,loja em destaque,(20 avaliações),jogo original de pc gamer,1,https://www.enjoei.com.br/p/jogo-original-de-pc-145085844?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=22&rspix=9,1 mil,86,1 dia,nov/2025,20260711
1402,saturnino,"Belo Horizonte, MG",(82 avaliações),"adaptador nintendo swift para tv, ideal para quem gosta de jogar em tvs antigas. permite conectar o nintendo à tv pelo canal 3. produto usado, mas em bom estado de conservação.",1,https://www.enjoei.com.br/p/adaptador-nintendo-swift-para-tv-144815107?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=22&rspix=10,259,156,6 dias,dez/2020,20260711
1403,daniel,loja em destaque,(31 avaliações),"adaptador usb da marca lehmox, com 4 portas usb e botões individuais para ligar/desligar cada porta. ideal para conectar múltiplos dispositivos ao seu computador. produto em ótimo estado.",1,https://www.enjoei.com.br/p/adaptador-usb-lehmox-4-portas-144775614?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=22&rspix=11,1 mil,74,1 dia,jan/2026,20260711
1404,césar,"itaúna, MG",(77 avaliações),"produto em perfeito estadopossui 1 ano e 6 meses de uso.pouquíssimo usada nesse período. estou vendendo pois usava pouco o computador, tenho um notebook.",1,https://www.enjoei.com.br/p/placa-de-video-asus-rtx-4060-ti-8gb-white-edition-144044518?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=22&rspix=12,66,140,2 dias,set/2018,20260711
1405,monique,"Barueri, SP",(3 avaliações),"controle joystick bluetooth na cor preta, nunca usado. acompanha fio para carregar. funciona perfeitamente, ideal para jogos em celular ou outros dispositivos compatíveis.",1,https://www.enjoei.com.br/p/controle-sem-fio-146069929?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=22&rspix=13,3,6,4 dias,set/2023,20260711
1406,cristine,loja em destaque,(469 avaliações),mousepad personalizado dragonfly inn gilmore girls nostalgia23x19 cm,1,https://www.enjoei.com.br/p/mousepad-personalizado-dragonfly-inn-gilmore-girls-nostalgia-144906283?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=22&rspix=14,9 mil,2 mil,8 dias,ago/2013,20260711
1407,ana,"Curitiba, PR",(43 avaliações),"caixinha de som da marca renner, com estampa de banana colorida. funciona perfeitamente e acompanha cabo para carregamento. ideal para levar para qualquer lugar e ouvir suas músicas favoritas.",1,https://www.enjoei.com.br/p/caixinha-de-som-renner-estampa-de-banana-144732560?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=22&rspix=15,67,98,2 dias,jun/2018,20260711
1408,joanna,"São Paulo, SP",(26 avaliações),"apple watch starling, pouco usado e em ótimo estado de conservação. ideal para quem busca tecnologia e estilo no dia a dia.",1,https://www.enjoei.com.br/p/apple-watch-starling-144616775?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=22&rspix=16,1,46,3 dias,mar/2016,20260711
1409,bruno,"são paulo, SP",(0 avaliação),"capinha preta com estampa de astronauta para iphone 14 pro max. usada, mas em bom estado de conservação.",1,https://www.enjoei.com.br/p/capinha-astronauta-para-iphone-14-pro-max-144014652?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=22&rspix=17,5,0,n/a,abr/2026,20260711
1410,marcos,"Rio de Janeiro, RJ",(0 avaliação),"notebook dell inspiron 7580, na cor prata. usado, mas em ótimo estado de conservação. ideal para quem busca um equipamento potente e confiável para o dia a dia.",1,https://www.enjoei.com.br/p/notebook-dell-inspiron-7580-144012040?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=22&rspix=18,8,0,n/a,fev/2024,20260711
